"Device: USB-2408-2AO"
"Serial Number: 1C3CD25"
"Channel Count: 1"
"Sample Count: 2767"
"Start Time: 2/5/2020 10:28:13.690 AM"
"Scan Rate: 1000"
"Sample","Time (s)","AI4 (mV)"
"709","0.709","0.30313618"
"710","0.710","0.30514784"
"711","0.711","0.30443072"
"712","0.712","0.30444004"
"713","0.713","0.30543655"
"714","0.714","0.30437484"
"715","0.715","0.30699186"
"716","0.716","0.30403025"
"717","0.717","0.30511059"
"718","0.718","0.30383468"
"719","0.719","0.30473806"
"720","0.720","0.30510128"
"721","0.721","0.30669384"
"722","0.722","0.30423515"
"723","0.723","0.30501746"
"724","0.724","0.30463561"
"725","0.725","0.30458905"
"726","0.726","0.30740164"
"727","0.727","0.30563213"
"728","0.728","0.30549243"
"729","0.729","0.30537136"
"730","0.730","0.30568801"
"731","0.731","0.30374154"
"732","0.732","0.30376017"
"733","0.733","0.30496158"
"734","0.734","0.30475669"
"735","0.735","0.30416064"
"736","0.736","0.30647032"
"737","0.737","0.30313618"
"738","0.738","0.30507334"
"739","0.739","0.30596741"
"740","0.740","0.30416995"
"741","0.741","0.30462630"
"742","0.742","0.30427240"
"743","0.743","0.30471012"
"744","0.744","0.30418858"
"745","0.745","0.30608848"
"746","0.746","0.30528754"
"747","0.747","0.30468218"
"748","0.748","0.30435622"
"749","0.749","0.30351803"
"750","0.750","0.30448660"
"751","0.751","0.30407682"
"752","0.752","0.30463561"
"753","0.753","0.30522235"
"754","0.754","0.30537136"
"755","0.755","0.30621886"
"756","0.756","0.30491501"
"757","0.757","0.30781142"
"758","0.758","0.30544586"
"759","0.759","0.30385330"
"760","0.760","0.30298717"
"761","0.761","0.30500814"
"762","0.762","0.30429102"
"763","0.763","0.30453317"
"764","0.764","0.30582771"
"765","0.765","0.30461699"
"766","0.766","0.30473806"
"767","0.767","0.30497089"
"768","0.768","0.30377880"
"769","0.769","0.30389056"
"770","0.770","0.30544586"
"771","0.771","0.30474737"
"772","0.772","0.30322932"
"773","0.773","0.30388124"
"774","0.774","0.30504540"
"775","0.775","0.30457973"
"776","0.776","0.30503608"
"777","0.777","0.30415133"
"778","0.778","0.30640513"
"779","0.779","0.30579045"
"780","0.780","0.30333176"
"781","0.781","0.30497089"
