"Device: USB-2408-2AO"
"Serial Number: 1C3CD25"
"Channel Count: 1"
"Sample Count: 1679"
"Start Time: 2/5/2020 10:35:41.853 AM"
"Scan Rate: 1000"
"Sample","Time (s)","AI4 (mV)"
"861","0.861","0.60939230"
"862","0.862","0.60835853"
"863","0.863","0.60857274"
"864","0.864","0.60819089"
"865","0.865","0.60847960"
"866","0.866","0.60697086"
"867","0.867","0.60766935"
"868","0.868","0.60873106"
"869","0.869","0.60925260"
"870","0.870","0.60773455"
"871","0.871","0.60845166"
"872","0.872","0.60681254"
"873","0.873","0.60775317"
"874","0.874","0.60915016"
"875","0.875","0.60902908"
"876","0.876","0.60694292"
"877","0.877","0.60699880"
"878","0.878","0.60820952"
"879","0.879","0.60879625"
"880","0.880","0.60862862"
"881","0.881","0.60752966"
"882","0.882","0.60807914"
"883","0.883","0.60755759"
"884","0.884","0.60698949"
"885","0.885","0.60880557"
"886","0.886","0.60843304"
"887","0.887","0.60751103"
"888","0.888","0.60726888"
"889","0.889","0.60729682"
"890","0.890","0.60844235"
"891","0.891","0.60949475"
"892","0.892","0.60780905"
"893","0.893","0.60616992"
"894","0.894","0.60956925"
"895","0.895","0.60618855"
"896","0.896","0.60708262"
"897","0.897","0.60701743"
"898","0.898","0.60672872"
"899","0.899","0.60757622"
"900","0.900","0.60699880"
"901","0.901","0.60759485"
"902","0.902","0.60735270"
"903","0.903","0.60794875"
"904","0.904","0.60610473"
"905","0.905","0.60791150"
"906","0.906","0.60579740"
"907","0.907","0.60624443"
"908","0.908","0.60726888"
"909","0.909","0.60692430"
"910","0.910","0.60523860"
"911","0.911","0.60686842"
"912","0.912","0.60556456"
"913","0.913","0.60593709"
"914","0.914","0.60533173"
"915","0.915","0.60587190"
"916","0.916","0.60704537"
"917","0.917","0.60659833"
"918","0.918","0.60703605"
"919","0.919","0.60520135"
"920","0.920","0.60605817"
"921","0.921","0.60509890"
"922","0.922","0.60568564"
"923","0.923","0.60677528"
"924","0.924","0.60743652"
"925","0.925","0.60606748"
"926","0.926","0.60523860"
"927","0.927","0.60722232"
"928","0.928","0.60554594"
"929","0.929","0.60562976"
"930","0.930","0.60641207"
"931","0.931","0.60549006"
"932","0.932","0.60583465"
"933","0.933","0.60550869"
"934","0.934","0.60485676"
"935","0.935","0.60579740"
"936","0.936","0.60629100"
"937","0.937","0.60428865"
"938","0.938","0.60504302"
"939","0.939","0.60490333"
"940","0.940","0.60574152"
